TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,Target
-1.4725864245458078,1.0,36,0.0,0.8387096774193548,0.0,0.24482758620689654,0.0,0.33683185966818,2,1
0.6709756261596878,1.0,15,0.0,0.8064516129032258,0.0,0.45172413793103444,0.0,0.9180546275595326,2,0
-0.5659512082401854,1.0,23,2.0,0.016129032258064557,3.0,0.1586206896551724,0.0,0.06863734931174438,0,0
-0.19891273027995487,1.0,33,2.0,0.12903225806451613,3.0,0.05172413793103449,0.0,0.569197956003802,1,1
-1.4786685862004114,0.0,1,2.0,0.435483870967742,3.0,0.6482758620689656,0.0,0.4925911187531677,3,2
-0.8111456149202274,1.0,28,0.0,0.0,3.0,0.5586206896551724,0.0,0.045737843102722775,0,0
-1.5398490536726275,0.0,39,0.0,0.30645161290322587,0.0,0.44482758620689655,0.0,0.8883303734554748,1,1
-0.27625903219280645,0.0,16,1.0,0.7903225806451613,2.0,0.9689655172413792,0.0,0.18115460779713835,2,0
-0.7071030755401851,0.0,11,1.0,0.532258064516129,1.0,0.26206896551724135,0.0,0.6045605421617909,3,2
1.6203043384367495,1.0,26,0.0,0.5967741935483871,0.0,0.3793103448275862,0.0,0.06188385358620237,3,0
-1.4377464911881432,0.0,0,2.0,0.5483870967741935,1.0,0.16896551724137931,0.0,0.5040264197666963,3,2
-0.16710273890133295,1.0,22,2.0,0.04838709677419356,3.0,0.5620689655172414,0.0,0.09595919536134934,0,0
1.0289760826867647,0.0,23,1.0,0.09677419354838712,3.0,0.3482758620689655,0.0,0.10209024288923516,0,0
1.5755891056590963,1.0,22,0.0,0.12903225806451613,3.0,0.3896551724137931,0.0,0.005944850820811549,1,0
-0.3030991955665544,1.0,21,2.0,0.0,3.0,0.4275862068965517,0.0,0.013355076448200345,0,0
0.9504026704957633,1.0,10,0.0,0.29032258064516125,1.0,0.4103448275862069,0.0,0.22614430312017286,1,2
1.1776878973699687,0.0,2,1.0,0.016129032258064557,3.0,0.5103448275862069,0.0,0.06923627084966197,0,2
1.02481995781045,1.0,8,2.0,0.33870967741935487,1.0,0.7724137931034483,0.0,0.3366812890458528,1,2
-1.4293074135188935,0.0,0,1.0,0.6612903225806451,2.0,0.3310344827586207,0.0,0.5274757776233234,3,2
-0.9717820163396707,0.0,8,2.0,0.0,3.0,0.5482758620689655,0.0,0.4347283074114356,0,2
-1.070912796186521,1.0,20,1.0,0.8548387096774193,2.0,0.09655172413793102,0.0,0.3797633083592239,2,0
-0.8597018731291203,1.0,19,1.0,0.32258064516129037,0.0,0.2862068965517241,0.0,0.607992073532239,1,0
-1.1306225572875341,1.0,1,2.0,0.33870967741935487,1.0,0.3793103448275862,0.0,0.5964801428269905,1,2
0.5605041024946588,1.0,13,2.0,0.06451612903225812,3.0,0.4551724137931034,0.5,0.0874687599568185,0,2
-0.43786903031568936,1.0,33,2.0,0.04838709677419356,3.0,0.296551724137931,0.0,0.12299132740103008,0,1
-1.5358757071628906,0.0,15,2.0,0.7580645161290323,2.0,0.9172413793103449,0.0,0.23751305729615496,3,0
0.13429184974062114,1.0,24,0.0,0.08064516129032262,3.0,0.5103448275862069,1.0,0.03845600581847905,0,0
-1.2330902364979939,1.0,25,1.0,0.30645161290322587,1.0,0.29310344827586204,0.0,0.1737793360642184,1,0
-0.558033443480624,1.0,19,2.0,0.4193548387096775,0.0,0.6448275862068966,0.0,0.11231022387969408,1,0
-1.0971748746543801,1.0,11,1.0,0.14516129032258068,3.0,0.9413793103448276,0.0,0.08405336115304833,1,2
-1.3404207851088932,0.0,24,2.0,0.6612903225806451,0.0,0.034482758620689655,0.0,0.5534290442664186,3,0
-1.07257300033948,1.0,3,0.0,0.1774193548387097,0.0,0.8517241379310345,0.0,0.6535296039320443,1,2
0.7398368865009396,1.0,27,0.0,0.5,1.0,0.5448275862068966,0.5,0.6445565359077325,3,0
1.6933755827492982,1.0,20,2.0,0.06451612903225812,3.0,0.4827586206896552,0.0,0.020014465534787865,0,0
0.1746390901029921,0.0,37,1.0,0.435483870967742,0.0,0.13793103448275862,0.0,0.9891024512090688,3,1
-0.5764345162911844,1.0,39,1.0,0.5,1.0,0.1206896551724138,0.0,0.3806929475140387,3,1
-0.9190435945519003,1.0,25,1.0,0.12903225806451613,3.0,0.46551724137931033,0.0,0.05373220208190774,1,0
1.367143646145439,1.0,38,0.0,0.9193548387096775,2.0,0.4379310344827586,0.0,0.3209446424418253,2,1
1.5936980181416356,1.0,23,0.0,0.7741935483870968,0.0,0.27586206896551724,0.25,0.5252246123814761,2,0
0.521429183418653,1.0,28,2.0,0.5967741935483871,2.0,0.7103448275862069,0.0,0.061716478206919,3,0
0.4934064568052286,1.0,35,0.0,0.7258064516129032,2.0,0.3758620689655172,0.0,0.28382629527705666,3,1
-1.288912790512763,1.0,30,2.0,0.32258064516129037,0.0,0.031034482758620682,0.0,0.9486776000656059,1,1
